Symbol,Sector,industry
RCII,Technology,Diversified Commercial Services
RPTX,Health Care,Major Pharmaceuticals
RPAY,Miscellaneous,Business Services
RGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REPL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KRMD,Health Care,Medical/Dental Instruments
RBCAA,Finance,Major Banks
FRBK,Finance,Major Banks
REFR,Miscellaneous,Multi-Sector Companies
RSSS,Miscellaneous,Business Services
RESN,Technology,Semiconductors
RGP,Miscellaneous,Business Services
ROIC,Consumer Services,Real Estate Investment Trusts
RETO,Capital Goods,Industrial Machinery/Components
RVNC,Health Care,Major Pharmaceuticals
RVPH,Health Care,Major Pharmaceuticals
RVPHW,Health Care,Major Pharmaceuticals
RAACU,Finance,Business Services
RVMD,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RWLK,Health Care,Industrial Specialties
REYN,Consumer Durables,Containers/Packaging
RZLT,Health Care,Major Pharmaceuticals
RFIL,Capital Goods,Electrical Products
RGCO,Public Utilities,Oil & Gas Production
RBKB,Finance,Banks
RYTM,Health Care,Major Pharmaceuticals
RBBN,Technology,EDP Services
RIBT,Consumer Non-Durables,Packaged Foods
RELL,Technology,Electronic Components
RMBI,Finance,Major Banks
RIGL,Health Care,Major Pharmaceuticals
RNET,Consumer Services,Telecommunications Equipment
RMNI,Miscellaneous,Business Services
RIOT,Technology,EDP Services
REDU,Consumer Services,Other Consumer Services
RVSB,Finance,Savings Institutions
RIVE,Finance,Major Banks
RMGBU,Finance,Business Services
RMRM,,
RCKT,Health Care,Major Pharmaceuticals
RMTI,Health Care,Major Pharmaceuticals
RCKY,Consumer Non-Durables,Shoe Manufacturing
RMCF,Consumer Non-Durables,Specialty Foods
RSVA,Finance,Business Services
RSVAU,Finance,Business Services
RSVAW,Finance,Business Services
ROKU,Consumer Services,Television Services
DBDR,Finance,Business Services
DBDRU,Finance,Business Services
DBDRW,Finance,Business Services
ROOT,Finance,Property-Casualty Insurers
ROST,Consumer Services,Clothing/Shoe/Accessory Stores
ROCH,Finance,Business Services
ROCHU,Finance,Business Services
ROCHW,Finance,Business Services
ROCCU,Finance,Business Services
RGLD,Basic Industries,Precious Metals
RPRX,Health Care,Major Pharmaceuticals
RBCN,Technology,Semiconductors
RUBY,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUHN,Consumer Services,Catalog/Specialty Distribution
RMBL,Technology,EDP Services
RUSHA,Consumer Durables,Automotive Aftermarket
RUSHB,Consumer Durables,Automotive Aftermarket
RUTH,Consumer Services,Restaurants
RYAAY,Transportation,Air Freight/Delivery Services
STBA,Finance,Major Banks
SANW,Consumer Non-Durables,Farming/Seeds/Milling
SBRA,Consumer Services,Real Estate Investment Trusts
SABR,Technology,"Computer Software: Programming, Data Processing"
SABRP,Technology,"Computer Software: Programming, Data Processing"
SFET,Technology,Computer Software: Prepackaged Software
SAFT,Finance,Property-Casualty Insurers
SGA,Consumer Services,Broadcasting
SAGE,Health Care,Major Pharmaceuticals
SAIA,Transportation,Trucking Freight/Courier Services
SLRX,Health Care,Major Pharmaceuticals
SALM,Consumer Services,Broadcasting
SAL,Finance,Savings Institutions
SMTI,Health Care,Industrial Specialties
SAFM,Consumer Non-Durables,Meat/Poultry/Fish
SASR,Finance,Major Banks
SGMO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Technology,Electrical Products
SNY,Health Care,Major Pharmaceuticals
SPNS,Technology,Computer Software: Prepackaged Software
SRPT,Health Care,Major Pharmaceuticals
SRSA,Finance,Business Services
SRSAU,Finance,Business Services
SRSAW,Finance,Business Services
STSA,Health Care,Major Pharmaceuticals
SVRA,Health Care,Major Pharmaceuticals
SBFG,Finance,Major Banks
SBAC,Consumer Services,Real Estate Investment Trusts
SCSC,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,Capital Goods,Industrial Machinery/Components
SCHN,Consumer Durables,Industrial Specialties
SRRK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCHL,Consumer Services,Books
SDGR,Health Care,Major Pharmaceuticals
SJ,Technology,EDP Services
SGMS,Technology,EDP Services
SCOAU,Finance,Business Services
SCPL,Technology,EDP Services
SCPS,Health Care,Major Pharmaceuticals
SCPH,Health Care,Major Pharmaceuticals
WORX,Consumer Services,Services-Misc. Amusement & Recreation
SCYX,Health Care,Major Pharmaceuticals
SEAC,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Finance,Major Banks
STX,Technology,Electronic Components
SGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SHIP,Transportation,Marine Transportation
SHIPW,Transportation,Marine Transportation
SHIPZ,Transportation,Marine Transportation
SGAM,Finance,Business Services
SGAMU,Finance,Business Services
SGAMW,Finance,Business Services
SPNE,Health Care,Medical/Dental Instruments
EYES,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Consumer Services,Other Specialty Stores
SCWX,Technology,Computer Software: Prepackaged Software
SNFCA,Finance,Finance: Consumer Services
SEEL,Health Care,Major Pharmaceuticals
SEER,Capital Goods,Biotechnology: Laboratory Analytical Instruments
SEIC,Finance,Investment Bankers/Brokers/Service
SLCT,Finance,Major Banks
SIC,Basic Industries,Homebuilding
SELB,Health Care,Major Pharmaceuticals
SIGI,Finance,Property-Casualty Insurers
SIGIP,Finance,Property-Casualty Insurers
SLS,Health Care,Major Pharmaceuticals
LEDS,Technology,Semiconductors
SMTC,Technology,Semiconductors
SNCA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SENEA,Consumer Non-Durables,Packaged Foods
SENEB,Consumer Non-Durables,Packaged Foods
SNES,Basic Industries,Agricultural Chemicals
SNRHU,Finance,Business Services
AIHS,Finance,Finance: Consumer Services
SRTS,Health Care,Medical/Dental Instruments
SQBG,Consumer Non-Durables,Apparel
MCRB,Health Care,Major Pharmaceuticals
SVC,Consumer Services,Real Estate Investment Trusts
SREV,Miscellaneous,Business Services
SFBS,Finance,Major Banks
SESN,Health Care,Major Pharmaceuticals
SVOKU,Finance,Business Services
SVBI,Finance,Major Banks
SGBX,Consumer Services,RETAIL: Building Materials
SGOC,Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Basic Industries,Environmental Services
SHSP,Technology,Computer Software: Prepackaged Software
STTK,Health Care,Major Pharmaceuticals
SHEN,Public Utilities,Telecommunications Equipment
SFT,Consumer Durables,Automotive Aftermarket
PIXY,Technology,Diversified Commercial Services
SCCI,,
TYHT,Consumer Non-Durables,Farming/Seeds/Milling
SWAV,Health Care,Medical/Dental Instruments
SCVL,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Finance,Major Banks
SSTI,Technology,Computer Software: Prepackaged Software
SIBN,Health Care,Medical/Dental Instruments
SIEB,Finance,Investment Bankers/Brokers/Service
SIEN,Health Care,Industrial Specialties
BSRR,Finance,Major Banks
SRRA,Health Care,Major Pharmaceuticals
SWIR,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Technology,"Computer Software: Programming, Data Processing"
SIGA,Health Care,Major Pharmaceuticals
SGTX,Health Care,Major Pharmaceuticals
SGLB,Consumer Durables,Miscellaneous manufacturing industries
SGLBW,Consumer Durables,Miscellaneous manufacturing industries
SGMA,Technology,Electrical Products
SBNY,Finance,Major Banks
SBNYP,Finance,Major Banks
SLN,Health Care,Major Pharmaceuticals
SLGN,Consumer Durables,Containers/Packaging
SILC,Technology,Computer Communications Equipment
SLAB,Technology,Semiconductors
SIMO,Technology,Semiconductors
SILK,Health Care,Medical/Dental Instruments
SSPK,Finance,Business Services
SSPKU,Finance,Business Services
SSPKW,Finance,Business Services
SBTX,Health Care,Major Pharmaceuticals
SAMG,Finance,Investment Managers
SSNT,Miscellaneous,Business Services
SFNC,Finance,Major Banks
QQC,,
QQD,,
SLP,Technology,EDP Services
SINA,Technology,Computer Software: Prepackaged Software
SBGI,Consumer Services,Broadcasting
SINO,Transportation,Oil Refining/Marketing
SVA,Health Care,Major Pharmaceuticals
SINT,Health Care,Medical/Dental Instruments
SIOX,Health Care,Major Pharmaceuticals
SPQQ,,
BLCN,,
SG,Finance,Property-Casualty Insurers
SIRI,Consumer Services,Broadcasting
SRVA,,
SITM,Technology,Semiconductors
SYTA,Public Utilities,Telecommunications Equipment
SYTAW,Public Utilities,Telecommunications Equipment
EDTK,Consumer Services,Other Consumer Services
SKYW,Transportation,Air Freight/Delivery Services
SWKS,Technology,Semiconductors
SNBR,Consumer Durables,Home Furnishings
SLM,Finance,Finance: Consumer Services
SLMBP,Finance,Finance: Consumer Services
SGH,Technology,Semiconductors
SND,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK,Finance,Major Banks
SDC,Health Care,Medical/Dental Instruments
SWBI,Capital Goods,Ordnance And Accessories
SMSI,Technology,Computer Software: Prepackaged Software
SMID,Capital Goods,Building Materials
SMTX,Technology,Electrical Products
TLMD,Health Care,Misc Health and Biotechnology Services
TLMDW,Health Care,Misc Health and Biotechnology Services
SCKT,Technology,Computer Manufacturing
GIGE,,
SAII,Finance,Business Services
SAIIU,Finance,Business Services
SAIIW,Finance,Business Services
SOHU,Technology,EDP Services
SLRC,,
SUNS,,
SEDG,Technology,Semiconductors
SLNO,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLGL,Health Care,Major Pharmaceuticals
SLDB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNGX,Health Care,Major Pharmaceuticals
SNGXW,Health Care,Major Pharmaceuticals
SOLY,Health Care,Medical/Dental Instruments
SONM,Public Utilities,Telecommunications Equipment
SONN,Health Care,Major Pharmaceuticals
SNOA,Health Care,Major Pharmaceuticals
SONO,Consumer Non-Durables,Consumer Electronics/Appliances
SRNE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SHC,Health Care,Misc Health and Biotechnology Services
SOHO,Consumer Services,Real Estate Investment Trusts
SOHOB,Consumer Services,Real Estate Investment Trusts
SOHON,Consumer Services,Real Estate Investment Trusts
SOHOO,Consumer Services,Real Estate Investment Trusts
SFBC,Finance,Savings Institutions
SPFI,Finance,Major Banks
SSB,Finance,Major Banks
SFST,Finance,Major Banks
SMBC,Finance,Banks
SONA,Finance,Major Banks
SBSI,Finance,Major Banks
SY,Technology,EDP Services
SP,Consumer Services,Rental/Leasing Companies
SGRP,Miscellaneous,Business Services
SPKE,Public Utilities,Power Generation
SPKEP,Public Utilities,Power Generation
TMTS,Finance,Business Services
TMTSU,Finance,Business Services
TMTSW,Finance,Business Services
SPTN,Consumer Non-Durables,Food Distributors
DWFI,,
SPPI,Health Care,Major Pharmaceuticals
SPRO,Health Care,Major Pharmaceuticals
ANY,Technology,EDP Services
SPI,Technology,Semiconductors
SPEL,Health Care,Medical/Dental Instruments
STXB,Finance,Major Banks
SPLK,Technology,Computer Software: Prepackaged Software
SPOK,Public Utilities,Telecommunications Equipment
SPWH,Consumer Services,Other Specialty Stores
SV,Finance,Business Services
SVSVU,Finance,Business Services
SVSVW,Finance,Business Services
SWTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FUND,Consumer Services,Miscellaneous
SPT,Technology,Computer Software: Prepackaged Software
SFM,Consumer Services,Food Chains
SPRB,Health Care,Major Pharmaceuticals
SPSC,Technology,Computer Software: Prepackaged Software
SRAX,Technology,Advertising
SSNC,Technology,Computer Software: Prepackaged Software
SSRM,Basic Industries,Precious Metals
STAA,Health Care,Ophthalmic Goods
SRAC,Capital Goods,Military/Government/Technical
SRACU,Capital Goods,Military/Government/Technical
SRACW,Capital Goods,Military/Government/Technical
STAF,Technology,Professional Services
STMP,Miscellaneous,Business Services
STND,Finance,Major Banks
SBLK,Transportation,Marine Transportation
SBLKZ,Transportation,Marine Transportation
STRR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRRP,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SVAC,Finance,Business Services
SVACU,Finance,Business Services
SVACW,Finance,Business Services
SBUX,Consumer Services,Restaurants
STFC,Finance,Property-Casualty Insurers
MITO,Health Care,Major Pharmaceuticals
GASS,Transportation,Marine Transportation
STCN,Miscellaneous,Business Services
STLD,Basic Industries,Steel/Iron Ore
STEP,Finance,Investment Managers
SRCL,Basic Industries,Environmental Services
SBT,Finance,Savings Institutions
STRL,Basic Industries,Military/Government/Technical
SHOO,Consumer Non-Durables,Shoe Manufacturing
SFIX,Consumer Services,Catalog/Specialty Distribution
SYBT,Finance,Major Banks
STOK,Health Care,Major Pharmaceuticals
BANX,,
STNE,Technology,EDP Services
SNEX,Finance,Investment Bankers/Brokers/Service
SSKN,Health Care,Medical/Dental Instruments
SSYS,Technology,Computer peripheral equipment
STRA,Consumer Services,Other Consumer Services
HNDL,,
STRT,Capital Goods,Auto Parts:O.E.M.
STRS,Consumer Services,Homebuilding
STRM,Technology,EDP Services
SBBP,Health Care,Major Pharmaceuticals
SUMR,Consumer Durables,Miscellaneous manufacturing industries
SMMF,Finance,Major Banks
SSBI,,
SMMT,Health Care,Major Pharmaceuticals
WISA,Technology,Semiconductors
SUMO,Technology,Computer Software: Prepackaged Software
SNDE,Energy,Oil & Gas Production
SNDL,Consumer Durables,Specialty Chemicals
SNSS,Health Care,Major Pharmaceuticals
STKL,Consumer Services,Farming/Seeds/Milling
SPWR,Technology,Semiconductors
RUN,Capital Goods,Industrial Specialties
SUNW,Public Utilities,Telecommunications Equipment
SLGG,Consumer Services,Services-Misc. Amusement & Recreation
SMCI,Technology,Computer Manufacturing
SPCB,Technology,Semiconductors
SGC,Consumer Non-Durables,Apparel
SUPN,Health Care,Major Pharmaceuticals
SPRT,Technology,EDP Services
SURF,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRGA,Health Care,Industrial Specialties
SGRY,Health Care,Hospital/Nursing Management
SRDX,Health Care,Medical/Dental Instruments
SSSS,,
STRO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SIVB,Finance,Major Banks
SIVBP,Finance,Major Banks
SVMK,Technology,"Computer Software: Programming, Data Processing"
SWKH,Finance,Diversified Financial Services
SYKE,Technology,EDP Services
SYNC,Technology,"Computer Software: Programming, Data Processing"
SYNL,Basic Industries,Steel/Iron Ore
SYNA,Technology,Semiconductors
SNCR,Technology,EDP Services
SNDX,Health Care,Major Pharmaceuticals
SYNH,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYBX,Health Care,Major Pharmaceuticals
SNPS,Technology,Computer Software: Prepackaged Software
SYPR,Capital Goods,Industrial Machinery/Components
SYRS,Health Care,Major Pharmaceuticals
TROW,Finance,Investment Bankers/Brokers/Service
TTOO,Health Care,Medical/Dental Instruments
TRHC,Miscellaneous,Business Services
TCMD,Health Care,Medical/Dental Instruments
TAIT,Technology,Electronic Components
TLC,Health Care,Major Pharmaceuticals
TTWO,Technology,Computer Software: Prepackaged Software
TLND,Technology,Computer Software: Prepackaged Software
TNDM,Health Care,Medical/Dental Instruments
TANH,Basic Industries,Major Chemicals
TAOP,Technology,Computer Software: Prepackaged Software
TEDU,Consumer Services,Other Consumer Services
TH,Consumer Services,Hotels/Resorts
THWWW,Consumer Services,Hotels/Resorts
TARS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TATT,Capital Goods,Aerospace
TTCF,Consumer Non-Durables,Packaged Foods
TTCFW,Consumer Non-Durables,Packaged Foods
TAYD,Capital Goods,Industrial Machinery/Components
TSHA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCF,Finance,Major Banks
TCFCP,Finance,Major Banks
CGBD,,
TCRR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLG,Finance,Major Banks
PETZ,Consumer Non-Durables,Packaged Foods
TCCO,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,Miscellaneous,Business Services
TGLS,Consumer Durables,Electronic Components
TECTP,Finance,Major Banks
TEKK,Finance,Business Services
TEKKU,Finance,Business Services
TEKKW,Finance,Business Services
TELA,Health Care,Medical/Dental Instruments
TNAV,Capital Goods,Industrial Machinery/Components
TLGT,Health Care,Major Pharmaceuticals
TELL,Energy,Oil & Gas Production
TLS,Technology,EDP Services
TENB,Technology,Computer Software: Prepackaged Software
TENX,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TER,Capital Goods,Electrical Products
TBNK,Finance,Savings Institutions
TSLA,Capital Goods,Auto Manufacturing
TESS,Technology,Electronic Components
TTEK,Consumer Services,Military/Government/Technical
TCBI,Finance,Major Banks
TCBIL,Finance,Major Banks
TCBIP,Finance,Major Banks
TXN,Technology,Semiconductors
TXRH,Consumer Services,Restaurants
TFFP,Health Care,Major Pharmaceuticals
TFSL,Finance,Savings Institutions
TGTX,Health Care,Major Pharmaceuticals
TVACU,Finance,Business Services
WTER,Consumer Non-Durables,Food Distributors
ANDE,Consumer Services,Farming/Seeds/Milling
