,Sector,industry,Market Cap,Enterprise Value,Shares Outstanding,PEG Ratio,Price/Book,Price/Sales,Forward P/E,Trailing P/E,Quarterly Revenue Growth,Average Dividend Yield,Held by Insiders,Held by Institutions,Gross Profit,EBITDA,EBIT_Q,EBIT_Y,Quarterly Earnings Growth,Total Cash,Diluted EPS,Quarterly Cash Growth,Cash,Net Income Q,Net Income Y
BOCH,Finance,Major Banks,172900000.0,,16790000.0,,1.0,3.0,,13.3,-0.035,1.5,0.06480000000000001,0.5709000000000001,57720000.0,,0.0,0.0,-0.067,127880000.0,0.7,-0.17898460471745356,127883000.0,4329000.0,14961000.0
BMRC,Finance,Major Banks,505270000.0,,13620000.0,,1.4,4.7,16.7,16.2,-0.052000000000000005,1.8,0.12960000000000002,0.4562,103300000.0,,0.0,0.0,-0.207,213580000.0,2.2,-0.46295062346146204,213584000.0,7491000.0,34241000.0
BMLP,Finance,Commercial Banks,,,,,,,,,,,,,,,,,,,,,,,
BKSC,Finance,Major Banks,89490000.0,,5520000.0,,1.6,4.6,,14.1,-0.008,3.1,0.3387,0.068,20120000.0,,0.0,0.0,-0.155,44500000.0,1.1,-0.5375951079600501,44497884.0,1703271.0,7318433.0
BOTJ,Finance,Major Banks,55590000.0,,4340000.0,,0.8,1.6,,11.6,0.042,1.8,0.113,0.32280000000000003,31220000.0,,0.0,0.0,-0.013999999999999999,95040000.0,1.1,0.04674008810572687,95044000.0,1454000.0,5605000.0
OZK,Finance,Major Banks,4560000000.0,,129330000.00000001,,1.0,4.7,12.5,16.8,0.028999999999999998,2.4,0.0591,0.8992,962270000.0,,0.0,0.0,0.052000000000000005,1930000000.0,2.1,0.17497737034269503,1934095000.0,109253000.0,425906000.0
BSVN,Finance,Major Banks,142820000.0,,9040000.0,,1.3,3.1,,7.7,-0.038,,0.7116,0.2462,43500000.0,,0.0,0.0,,84100000.0,1.9,-0.5248239161058068,60718000.0,4440000.0,8225000.0
BFIN,Finance,Savings Institutions,135830000.0,,14780000.0,,0.7,2.6,15.8,13.7,-0.162,2.5,0.1133,0.6573,54580000.0,,0.0,0.0,-0.504,462390000.0,0.6,0.11669460579834444,429665000.0,1948000.0,11672000.0
BWFG,Finance,Major Banks,158880000.0,,7900000.0,,0.9,2.7,8.6,17.5,-0.02,1.5,0.23129999999999998,0.5182,58570000.0,,0.0,0.0,-0.268,344960000.0,1.1,0.6379097391757452,339483000.0,2991000.0,18216000.0
BANR,Finance,Major Banks,1770000000.0,,35160000.0,,1.0,3.2,13.8,16.1,0.001,2.4,0.022000000000000002,0.8619,540860000.0,,0.0,0.0,-0.077,781280000.0,3.1,0.6799563782519871,705538000.0,36548000.0,146278000.0
BZUN,Consumer Services,Catalog/Specialty Distribution,2770000000.0,2540000000.0,77760000.0,,3.1,1.7,23.0,45.8,0.217,,0.0,0.6198,2830000000.0,,84607000.0,429122000.0,0.642,,0.5,1.5452380804163373,4088645000.0,64635000.0,281297000.0
DFVL,,,,,,,,,,,,,,,,,,,,,,,,,
DFVS,,,,,,,,,,,,,,,,,,,,,,,,,
BBSI,Technology,Professional Services,529809999.99999994,410390000.0,7650000.0,1.2,2.6,0.6,14.4,13.9,-0.08199999999999999,1.7,0.0504,0.8593000000000001,637970000.0,44630000.0,22306000.0,50488000.0,-0.259,147870000.0,4.9,-0.0163478540427584,61193000.0,18511000.0,48292000.0
BSET,Consumer Durables,Home Furnishings,201130000.0,297660000.0,9980000.0,0.9,1.3,0.5,14.5,,-0.163,2.5,0.0653,0.5578,273230000.0,3920000.0,2647000.0,6953000.0,0.01,48690000.0,-2.2,1.7135111499781372,31029000.0,2178000.0,-1928000.0
ZTEST,,,,,,,,,,,,,,,,,,,,,,,,,
BXRX,Health Care,Misc Health and Biotechnology Services,49890000.0,34560000.0,42640000.0,,,51.5,,,,,0.0051,0.18960000000000002,,-47450000.0,-16347000.0,-39873000.0,,24610000.0,,-0.37558995178888605,24608000.0,11685000.0,-32557000.0
BCML,Finance,Major Banks,179510000.0,,11830000.0,,0.7,2.1,8.7,13.5,-0.044000000000000004,,0.0661,0.6141,75160000.0,,0.0,0.0,-0.41600000000000004,328550000.0,1.1,0.5699657865413973,319835000.0,3249000.0,17318000.0
BBQ,Consumer Services,Restaurants,48650000.0,129110000.00000001,9280000.0,,1.5,0.4,,8.0,0.479,,0.0415,0.7238,13280000.0,-1880000.0,-651000.0,170000.0,18.294,19550000.0,0.2,-0.018474823033284803,19551000.0,328000.0,-649000.0
BCBP,Finance,Savings Institutions,208730000.0,,17080000.0,,0.8,2.5,,11.9,0.182,4.6,0.1321,0.3569,85930000.0,,0.0,0.0,0.589,161290000.0,1.0,-0.6105484791958258,160551000.0,8312000.0,21034000.0
BLSA,Finance,Business Services,,,14380000.0,,,,,,,,0.0,0.1597,,,,,,,,,,,
BCTG,Finance,Business Services,235790000.0,234240000.0,21380000.0,,,,,,,,0.2157,0.6158,,,-64250.0,,,1550000.0,,61.106469811547235,1552227.0,-52390.0,
BECN,Consumer Services,RETAIL: Building Materials,2810000000.0,5780000000.0,69390000.0,,1.6,0.4,14.7,,-0.006,,0.0072,1.0434,1700000000.0,442300000.0,124062000.0,193800000.0,1.624,624600000.0,-1.5,-0.3866705421180389,624600000.0,71875000.0,-80900000.0
BEEM,Technology,Semiconductors,588210000.0,578780000.0,7970000.0,,39.5,91.3,,,-0.307,,0.1097,0.2213,-153.77,-4210000.0,-1095694.0,-3145067.0,,12330000.0,,5.31646276315129,12332224.0,-1100023.0,-3933922.0
BEEMW,Technology,Semiconductors,,,,,,,,,,,,,,,,,,,,,,,
BEAM,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),5890000000.0,5730000000.0,57970000.0,,29.4,213.67,,,0.0,,0.1684,0.655,18.0,-113870000.0,-37321000.0,-75154000.0,,202220000.0,-3.8,0.10057381824566444,137903000.0,-34452000.0,-78326000.0
BBGI,Consumer Services,Broadcasting,58870000.0,341950000.0,12630000.0,,0.2,0.2,,15.6,-0.249,4.6,0.2949,0.266,60450000.0,1850000.0,834672.0,31887916.0,,15490000.0,-0.858,-0.32174106551240306,15492425.0,-2385398.0,13450224.0
BBBY,Consumer Services,Home Furnishings,3100000000.0,4750000000.0,121220000.0,0.5,2.2,0.3,20.1,,-0.051,,0.0576,1.1787999999999998,3540000000.0,289070000.0,78757000.0,-55238000.0,,1460000000.0,-1.8,0.01440307383942102,1462612000.0,-75441000.0,-613816000.0
BGNE,Health Care,Major Pharmaceuticals,31010000000.0,26530000000.0,91190000.0,,7.3,98.5,,,0.816,,0.2059,0.6629,-570320000.0,-1530000000.0,-440137000.0,-959891000.0,,4720000000.0,-19.9,0.08881394543105127,1464470000.0,-425224000.0,-948628000.0
BELFA,Capital Goods,Electrical Products,200020000.0,260100000.00000003,2140000.0,,1.0,0.4,23.0,63.5,0.0,1.5,0.18030000000000002,0.4989,110700000.0,28230000.0,8685000.0,6979000.0,,81130000.0,0.2,0.07758208479438955,81129000.0,7475000.0,-8743000.0
BELFB,Capital Goods,Electrical Products,200020000.0,260100000.00000003,10210000.0,,1.1,0.4,24.8,68.2,0.0,1.5,0.032799999999999996,0.7428,110700000.0,28230000.0,8685000.0,6979000.0,,81130000.0,0.2,0.07758208479438955,81129000.0,7475000.0,-8743000.0
BLPH,Health Care,Major Pharmaceuticals,,,9500000.0,,,,,,,,0.07629999999999999,0.4382,,-19530000.0,-6097000.0,-17473000.0,,53970000.0,-3.1,-0.08998937730790632,53970000.0,-7933000.0,-13267000.0
BLCM,Health Care,Major Pharmaceuticals,21530000.0,-2540000.0,6100000.0,,40.3,3.5,,,,,0.0032,0.239,-55330000.0,-51350000.0,-12303000.0,-85300000.0,,53120000.0,-11.022,-0.20002108179737382,53125000.0,-887000.0,-112477000.0
BLU,Health Care,Major Pharmaceuticals,245130000.0,175630000.0,78340000.0,,2.1,10.0,,,-0.5710000000000001,,0.2194,0.47479999999999994,35.0,,-6249000.0,-34100000.0,,70030000.0,,1.5195917023378334,53564000.0,-5709000.0,-34466000.0
BNFT,Technology,Computer Software: Prepackaged Software,,,32200000.000000004,,,,,,-0.113,,0.115,0.8682,151600000.0,5110000.0,202000.0,-24056000.0,,176050000.0,-1.0,-0.4101233814361076,108240000.0,-4396000.0,-45515000.0
BENEU,Finance,Business Services,,,,,,,,,,,,,,,,,,25.0,,,,,
BNTC,Health Care,Major Pharmaceuticals,15640000.0,8550000.0,4410000.0,,2.0,32.3,,51.5,0.667,,0.1604,0.0917,287.0,-9620000.0,-2690000.0,-8281000.0,,7450000.0,-9.086,-0.23987348229772473,7450000.0,-2718000.0,-8274000.0
BSY,Technology,Computer Software: Prepackaged Software,14010000000.0,14510000000.0,259980000.00000003,,1.95,17.2,90.0,122.0,0.08800000000000001,,0.3599,0.04650000000000001,592270000.0,216450000.0,41927000.0,147878000.0,-0.7140000000000001,137600000.0,,0.09625864431626246,137598000.0,5840000.0,103088000.0
BLI,Capital Goods,Biotechnology: Laboratory Analytical Instruments,5390000000.0,5190000000.0,64370000.00000001,,21.5,91.0,,,0.162,,0.5775,0.2743,43480000.0,-26690000.0,-8183000.0,-16537000.0,,237230000.0,,3.009345952340713,237233000.0,-8601000.0,-18302000.0
BRY,Energy,Oil & Gas Production,343700000.0,689300000.0,79930000.0,,0.4,0.6,4.4,6.8,-0.321,,0.0106,0.9562,351490000.0,256180000.0,-11187000.0,44630000.0,,47620000.0,-2.587,,47620000.0,-18864000.0,43539000.0
BWAC,Finance,Business Services,,,14490000.0,,,,,,,,0.22399999999999998,0.0236,,,0.0,,,1.0,,,,-725.0,
BWACU,Finance,Business Services,,,,,,,,,,,0.0,0.0239,,,,,,1.0,,,,,
BWACW,Finance,Business Services,,,,,,,,,,,,,,,,,,,,,,,
BWMX,Consumer Services,Catalog/Specialty Distribution,1310000000.0,1280000000.0,34800000.0,,77.6,4.7,16.3,68.3,1.994,,0.8970999999999999,0.0175,1800000000.0,,721379000.0,812245000.0,,,,1.218118105624946,1155207000.0,-126184000.0,472142000.0
XAIR,Health Care,Medical/Dental Instruments,107880000.0,91040000.0,17340000.0,,6.6,133.6,,,-0.45799999999999996,,0.18,0.17059999999999997,1390000.0,-21400000.0,-4966680.0,-18141935.0,,21720000.0,-1.5,-0.08787142623136726,21716778.0,-5131790.0,-19942504.0
BYND,Consumer Non-Durables,Packaged Foods,7870000000.0,7720000000.0,62660000.0,4.0,20.7,19.3,476.1,600.1,0.027000000000000003,,0.12269999999999999,0.4421,99760000.0,699.0,-14510000.0,4380000.0,,214620000.0,-0.4,-0.03471803682747578,214615000.0,-19285000.0,-12443000.0
BYSI,Health Care,Major Pharmaceuticals,493960000.0,467440000.0,39140000.0,,20.1,,,,,,0.7154,0.062,,-60810000.0,-15347000.0,-40307000.0,,30870000.0,-2.0,-0.18923319327731092,30874000.0,-14540000.0,-38085000.0
BGCP,Finance,Investment Bankers/Brokers/Service,1440000000.0,,316710000.0,,2.0,1.1,,34.1,-0.139,8.5,0.0806,0.5345,1840000000.0,,0.0,0.0,,795080000.0,0.121,0.06201866449216273,492303000.0,19381000.0,55707000.0
BCYC,Health Care,Major Pharmaceuticals,575870000.0,441780000.0,21300000.0,,5.2,42.0,,1.84,5.257000000000001,,0.299,0.4285,-11740000.0,-38450000.0,-10675000.0,-26299000.0,,149840000.0,-4.9,0.5461975028376844,149842000.0,-10138000.0,-30608000.0
BGFV,Consumer Services,Other Specialty Stores,245570000.0,501280000.0,21910000.0,,1.1,0.2,,6.7,0.146,7.9,0.14150000000000001,0.345,312020000.0,60370000.0,38598000.0,15149000.0,3.438,55700000.0,1.6,2.328054974604123,55695000.0,28393000.0,8445000.0
BRPA,Finance,Business Services,87640000.0,90050000.0,2690000.0,,27.3,,,535.5,,,0.7178,0.1307,,,-169028.0,-713187.0,,40.02,-0.0,5715.857142857143,40018.0,-125779.0,408427.0
BRPAR,Finance,Business Services,,,,,,,,,,,,,,,,,,,,,,,
BRPAU,Finance,Business Services,,,2640000.0,,,,,,,,0.0,0.0,,,,0.0,,40.02,-0.0,,,,-420132.0
BRPAW,Finance,Business Services,,,,,,,,,,,,,,,,,,,,,,,
BIGC,Technology,Computer Software: Prepackaged Software,4230000000.0000005,4090000000.0,62760000.0,,26.6,30.1,,,0.406,,0.4004,0.4183,85080000.0,-31450000.0,-10055000.0,-40987000.0,,178850000.0,,6.043954312721544,178846000.0,-10855000.0,-42590000.0
BILI,Technology,EDP Services,42360000000.0,41540000000.0,345430000.0,,33.4,26.5,,,0.735,,0.20879999999999999,0.5084000000000001,1190000000.0,,-1083284000.0,-1495175000.0,,,-0.8,-0.02736980803279146,5927471000.0,-1082016000.0,-1288973000.0
BASI,Health Care,Biotechnology: Commercial Physical & Biological Resarch,172510000.0,207540000.0,10980000.0,,22.7,2.8,,,0.067,,0.3492,0.1067,18240000.0,2210000.0,-1271000.0,-1863000.0,,1410000.0,-0.4,-0.5230664857530529,1406000.0,-1792000.0,-4685000.0
BCAB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1530000000.0,1470000000.0,32170000.0,,,372.3,,,,,0.2072,0.24309999999999998,-20720000.0,-13500000.0,,-28268000.0,,,,,,,-29794000.0
BCDA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),55410000.0,49280000.0,14470000.0,,13.4,103.5,,,-0.825,,0.429,0.1456,-8210000.000000001,-15480000.0,-3848000.0,-14213000.0,,7390000.0,-1.827,-0.333213061519033,7392000.0,-3848000.0,-14709000.0
BCDAW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,,,,,,,,,,,,,,,
BIOC,Health Care,Medical Specialities,71810000.0,57650000.0,13400000.0,,3.3,5.3,,,3.307,,0.0002,0.149,-5450000.0,-22010000.0,-4818785.0,-23056939.0,,16860000.0,-2.3,-0.2991413765837816,16857941.0,-4878334.0,-25138039.0
BCRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1320000000.0,1250000000.0,176570000.0,,39.1,21.7,,,2.438,,0.0085,0.7395,-62330000.0,-121710000.0,-42864000.0,-99455000.0,,143320000.0,-0.8,-0.44374754998039984,96492000.0,-46115000.0,-108897000.0
BDSI,Health Care,Major Pharmaceuticals,435790000.0,413970000.0,101110000.0,,4.5,2.9,9.5,28.7,0.301,,0.0245,0.7376,91300000.0,35720000.0,11673000.0,5236000.0,25.506,100180000.0,0.153,0.10073728971859926,100177000.0,9383000.0,-15305000.0
BDSX,Health Care,Medical Specialities,743160000.0,790950000.0,26540000.0,,,27.6,,,1.3319999999999999,,0.3235,0.0079,18480000.0,-19050000.0,-5283000.0,-22627000.0,,6350000.0,,-0.45622751413397294,6348000.0,-8845000.0,-30726000.0
BFRA,Health Care,Major Pharmaceuticals,186800000.0,204250000.0,23870000.0,,27.9,4.5,,140.9,-0.086,,0.0,0.0005,26390000.0,,-4036000.0,-23377000.0,,,-0.7,0.575260663507109,16619000.0,-6456000.0,-7358000.0
BIIB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),42450000000.0,46700000000.0,153880000.0,6.2,3.9,3.2,10.3,9.1,-0.062,,0.0063,0.8789,12420000000.0,7150000000.0,1076700000.0,7275200000.0,-0.546,3580000000.0,30.3,-0.06713069730387018,2224800000.0,701500000.0,5888500000.0
BHTG,Consumer Services,Other Consumer Services,26160000.0,67770000.0,23350000.0,,,4.7,,,-0.479,,0.22219999999999998,0.0178,1260000.0,-7710000.0,-3000036.0,-7233060.0,,4950000.0,-0.631,13.466313248505182,4950112.0,-3292731.0,-7622948.0
BKYI,Technology,Computer Communications Equipment,29510000.0,11390000.0,7790000.0,,1.3,5.2,,,1.084,,0.1411,0.0351,-193.72,-5830000.0,-1089738.0,-6547204.0,,18910000.0,-2.293,19.746875930453925,18395508.0,-3293552.0,-14588700.0
BIOL,Health Care,Medical/Dental Instruments,77890000.0,77350000.0,93510000.0,,5.6,1.5,,,-0.244,,0.1108,0.12,14290000.0,-15290000.0,-3667000.0,-15621000.0,,18850000.0,-0.711,2.4664336950524186,18847000.0,12000.0,-17855000.0
BLFS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,1320000000.0,1230000000.0,32740000.000000004,67.2,7.0,26.3,666.6,252.0,0.708,,0.1925,0.7593000000000001,18900000.0,2940000.0,-1065000.0,1059000.0,,93980000.0,0.1,2.145486796746879,93984000.0,-1133000.0,-1657000.0
BLRX,Health Care,Major Pharmaceuticals,64610000.0,52100000.0,23670000.0,,2.6,,,,,,0.0,0.2818,,-25920000.0,-4649000.0,-28111000.0,,20830000.0,-1.965,0.18631178707224336,6552000.0,-4618000.0,-25446000.0
BMRN,Health Care,Major Pharmaceuticals,14870000000.0,14830000000.0,181530000.0,1.4,3.6,8.4,87.7,18.2,0.034,,0.0060999999999999995,1.0025,629580000.0,35090000.0,-54041000.0,-104845000.0,13.26,1510000000.0,4.5,0.24029185492734156,1015675000.0,784803000.0,-23848000.0
BMRA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,67150000.0,63170000.0,11780000.0,,6.0,9.9,,,-0.14,,0.1795,0.2138,1780000.0,-4410000.0,-1479754.0,-2402848.0,,5680000.0,-0.4,-0.18386979679549198,5683787.0,-1485164.0,-2339054.0
BNGO,Capital Goods,Biotechnology: Laboratory Analytical Instruments,1920000000.0,1910000000.0,227480000.0,,130.6,83.0,,,-0.337,,0.0006,0.0564,3360000.0,-31860000.0,-8727000.0,-25874906.0,,18870000.0,-0.5,0.09730138420379202,18867000.0,-10792000.0,-29815070.0
BNGOW,Capital Goods,Biotechnology: Laboratory Analytical Instruments,,,,,,,,,,,,,,,,,,,,,,,
BVXV,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),32390000.0,60480000.0,11530000.0,,11.7,,,,,,0.371,0.0406,,,-16087000.0,-78351000.0,,,-2.296,,38752000.0,-41978000.0,-109194000.0
BNTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),25490000000.0,24470000000.0,240790000.0,,22.5,126.6,6.6,,1.354,,0.0118,0.1051,91230000.0,,-193343000.0,-181518000.0,,,,0.7285200458629939,990461000.0,-210032000.0,-179056000.0
BPTH,Health Care,Major Pharmaceuticals,18390000.0,6690000.0,4540000.0,,1.4,,,,,,0.0102,0.07769999999999999,,-10700000.0,-2970000.0,-8693000.0,,12060000.0,-3.001,-0.16327805148844632,12058000.0,-2968000.0,-8599000.0
BSGM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,117970000.0,85750000.0,30720000.0,,4.1,,,,,,0.22010000000000002,0.18469999999999998,,-63400000.0,-13100184.0,-34603880.0,,32750000.0,-2.201,-0.11316744850003409,32748337.0,-11401859.0,-34054828.0
TECH,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),13420000000.0,13540000000.0,38610000.0,4.6,9.3,18.1,67.5,55.3,0.114,0.8,0.0059,0.9581000000000001,483190000.0,214920000.0,48942000.0,150762000.0,1.319,287390000.0,6.2,0.15535549872122761,169404000.0,33395000.0,229296000.0
BEAT,Health Care,Medical Specialities,2480000000.0,2550000000.0,34310000.0,,6.2,6.0,36.1,150.5,0.026000000000000002,,0.028900000000000002,0.9926999999999999,252510000.0,98590000.0,14328000.0,64763000.0,-0.18899999999999997,90230000.0,0.4,0.07411640060474031,90229000.0,6714000.0,29844000.0
BIVI,Health Care,Major Pharmaceuticals,340110000.0,326980000.0,13920000.0,,23.8,,,,,,0.8183,0.0005,,-2140000.0,-386755.0,-2692888.0,,13200000.0,-10.9,353.76709235112247,13195562.0,7333916.0,-16676768.0
BTAI,Health Care,Major Pharmaceuticals,1250000000.0,1020000000.0,24370000.0,,5.6,,,,,,0.39799999999999996,0.5392,,-68380000.0,-23615000.0,-33601000.0,,233430000.0,-3.4,2.564058325062982,233428000.0,-24753000.0,-32968000.0
BTBT,Finance,Finance: Consumer Services,957450000.0,956280000.0,48040000.0,,48.1,38.5,,,638.878,,0.23329999999999998,0.0029,4570000.0,-7290000.0,121960.0,-9550339.0,,521.65,,-0.7270610592363227,521648.0,54.0,-9470250.0
BJRI,Consumer Services,Restaurants,991540000.0,1540000000.0,22320000.0,26.1,3.1,1.0,400.0,12.2,-0.28600000000000003,,0.039599999999999996,0.9926999999999999,185690000.0,31360000.0,-14443000.0,48250000.0,,64920000.0,-1.2,-0.2515188895677938,64924000.0,-6584000.0,45238000.0
BDTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),969720000.0,645340000.0,36000000.0,,2.9,,,,,,0.04769999999999999,0.8609,,-56690000.0,-18480000.0,-29332000.0,,333070000.0,-13.8,-0.12170230057514378,56197000.0,-17912000.0,-35258000.0
BLKB,Technology,Computer Software: Prepackaged Software,3090000000.0,3590000000.0,49570000.0,2.1,6.8,3.2,22.4,129.7,-0.027999999999999997,0.6,0.0176,0.9822,483200000.0,113830000.0,12692500.0,37753000.0,0.068,30560000.0,0.4,0.001048115030624611,30563000.0,4876000.0,11908000.0
BL,Technology,Computer Software: Prepackaged Software,7200000000.0,7090000000.0,57260000.0,9.6,17.2,21.0,243.9,,0.203,,0.1276,0.973,230000000.0,-1680000.0,-246000.0,-28233000.0,,525500000.0,-0.7,-0.13474831432085152,408070000.0,-8751000.0,-32535000.0
BKCC,,,201750000.0,,72310000.0,,0.6,,,,-0.183,12.8,0.0175,0.3221,78120000.0,,12195377.0,57466658.0,,5440000.0,-1.673,0.7613743156498485,5439064.0,-27163667.0,-6886740.0
TCPC,,,690900000.0,,57770000.0,,0.9,22.5,8.5,31.4,-0.17,10.5,0.0076,0.3323,195170000.0,,29851954.0,141256888.0,1.5230000000000001,35450000.0,0.3,0.716858693321157,35449403.0,46516299.0,30580789.0
BLNK,Consumer Durables,Electrical Products,1960000000.0,1950000000.0,41610000.0,,120.7,296.7,,,0.184,,0.20879999999999999,0.1796,520.34,-11790000.0,-3495340.0,-10388808.0,,14860000.0,-0.4,2.8891970977488426,14863434.0,-3914349.0,-9648500.0
BLNKW,Consumer Durables,Electrical Products,,,,,,,,,,,,,,,,,,,,,,,
BLMN,Consumer Services,Restaurants,1880000000.0,4099999999.9999995,87570000.0,,366.0,0.5,19.5,36.1,-0.203,1.9,0.08539999999999999,1.0133,673430000.0,202880000.0,-10109000.0,202487000.0,,160030000.0,-1.3,-0.11795052691917633,160032000.0,-17637000.0,130573000.0
BCOR,Finance,Finance: Consumer Services,797530000.0,1240000000.0,48040000.0,0.6,2.2,1.0,9.7,14.4,0.177,,0.0235,0.9540000000000001,355170000.0,76610000.0,11699000.0,76672000.0,,151170000.0,-5.7,0.6781119214928786,151166000.0,-26206000.0,48148000.0
BLBD,Capital Goods,Construction/Ag Equipment/Trucks,619030000.0,755780000.0,27050000.0,,,0.7,19.0,50.8,-0.18100000000000002,,0.0222,0.9490999999999999,96200000.0,40880000.0,17936000.0,27179000.0,0.03,44510000.0,0.4,2.5497687031424467,44507000.0,11941000.0,12185000.0
BHAT,Consumer Non-Durables,Recreational Products/Toys,32500000.0,23660000.0,36520000.0,,0.7,1.4,,4.2,-0.17800000000000002,,0.6475,0.0253,16300000.0,8960000.0,732946.0,9482256.0,-0.54,11370000.0,0.279,,11372626.0,500390.0,9073954.0
BLUWU,Finance,Business Services,,,,,,,,,,,0.0,0.08259999999999999,,,,,,,,,,,
BLUE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),3220000000.0,2190000000.0,66220000.0,,2.1,11.4,,,1.163,,0.005,0.9754999999999999,-540720000.0,-638120000.0,-190522000.0,-812079000.0,,1230000000.0,-10.8,-0.7295857079935401,324164000.0,-194745000.0,-789608000.0
BLCT,Technology,EDP Services,387530000.0,258399999.99999997,35650000.0,,3.0,2.5,,,0.473,,0.0128,0.029300000000000003,212680000.0,,-144704697.0,-60851049.0,,,,3.5306158630675704,639687390.0,-137813226.0,-52929508.0
BKEP,Energy,Natural Gas Distribution,85690000.0,354360000.0,41200000.0,,,0.2,,,-0.065,15.0,0.0805,0.2262,54120000.0,63000000.0,16181000.0,36205000.0,1.068,972.0,-0.133,-0.0671785028790787,972000.0,14165000.0,18075000.0
BKEPP,Energy,Natural Gas Distribution,,,,,,,,,-0.065,11.2,0.0,0.0652,54120000.0,63000000.0,16181000.0,36205000.0,1.068,972.0,-0.1,-0.0671785028790787,972000.0,14165000.0,18075000.0
BPMC,Health Care,Major Pharmaceuticals,5630000000.0,4960000000.0,55730000.0,,4.2,6.7,,17.2,80.532,,0.0079,1.0433,-264940000.0,331760000.0,633367000.0,-361326000.0,,757430000.0,6.1,0.957963544156465,565221000.0,633978000.0,-347694000.0
ITEQ,,,,,,,,,,,,,,,,,,,,,,,,,
BSBK,Finance,Banks,117230000.0,,13160000.0,,0.9,8.4,,64.8,0.275,,0.5647,0.0999,11710000.0,,0.0,0.0,0.425,71410000.0,,0.37836252715961,71412232.0,956416.0,2427912.0
WIFI,Consumer Services,Telecommunications Equipment,547730000.0,682540000.0,44530000.0,,6.6,2.2,163.9,,-0.092,,0.0436,0.8589,88080000.0,74580000.0,-729000.0,-2367000.0,,54550000.0,-0.4,-0.690865894028839,46972000.0,-2911000.0,-10296000.0
